Accession_Number	F. prausnitzii BIOML-A1	F. prausnitzii AF32-8AC	F. prausnitzii AM39-7BH	F. prausnitzii CNCM I 4541	F. prausnitzii AM37-13AC	F. prausnitzii BIOML-B4	F. prausnitzii 2789STDY5834930	F. prausnitzii P9094	F. prausnitzii APC942/18-1	F. prausnitzii BIOML-B2	F. prausnitzii APC922/41-1	F. prausnitzii APC924/119	F. prausnitzii BIOML-B9	F. prausnitzii CNCM I 4575	F. prausnitzii BIOML-B13	F. prausnitzii AF36-11AT	F. prausnitzii BIOML-B18	F. prausnitzii  CNCM I 4544	F. prausnitzii Indica	F. prausnitzii 2789STDY5608869	F. prausnitzii ATCC 27768	F. prausnitzii ATCC 27766	F. prausnitzii MGYG-HGUT-02274	F. prausnitzii BIOML-B12	F. prausnitzii BIOML-B15	F. prausnitzii CNCM I 4573	F. prausnitzii AF29-11BH	F. prausnitzii P9224	F. prausnitzii A2165	F. prausnitzii BIOML-B10	F. prausnitzii FPSSTS7063_SV_a2_mod	F. prausnitzii AM33-14AC	F. prausnitzii JCM 31915	F. prausnitzii CNCM I 4546	F. prausnitzii APC923/61-1	F. prausnitzii L2/6	F. prausnitzii MGYG-HGUT-02272	F. prausnitzii BIOML-B1	F. prausnitzii BIOML-B14	F. prausnitzii  A2-165	F. prausnitzii APC942/8-14-2	F. prausnitzii P9391	F. prausnitzii BIOML-B8	F. prausnitzii MGYG-HGUT-01300	F. prausnitzii BIOML-B3	F. prausnitzii AHMP21	F. prausnitzii P9123	F. prausnitzii P9241	F. prausnitzii CNCM I 4540	F. prausnitzii BIOML-B6	F. prausnitzii P9311	F. prausnitzii P9225	F. prausnitzii P9239	F. prausnitzii BIOML-B11	F. prausnitzii M21/2	F. prausnitzii CNCM I 4543	F. prausnitzii KLE1255	F. prausnitzii AM36-18BH	F. prausnitzii BIOML-B16	F. prausnitzii AHMP21.	F. prausnitzii P9122	F. prausnitzii AF31-14AC	F. prausnitzii AM42-11AC	F. prausnitzii APC918/95b	F. prausnitzii SSTS_Bg7063	F. prausnitzii JG_BgPS064	F. prausnitzii MGYG-HGUT-00039	F. prausnitzii P9313	F. prausnitzii BIOML-B7	F. prausnitzii 942/30-2	F. prausnitzii aa_0143	F. prausnitzii AF10-13	F. prausnitzii P9240	F. prausnitzii APC923/51-1	F. prausnitzii CNCM I 4542	F. prausnitzii P9238	F. prausnitzii MGYG-HGUT-00195	F. prausnitzii 2789STDY5834970	F. prausnitzii APC942/32-1	F. prausnitzii SL3/3	F. prausnitzii BIOML-B17	F. prausnitzii CNCM I 4574	F. prausnitzii MGYG-HGUT-00022	F. prausnitzii MGYG-HGUT-02545
WP_097839347.1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1
WP_097839350.1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1
WP_097839498.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	2	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839535.1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839612.1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1
WP_097839686.1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	2	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1
WP_097839699.1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839729.1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	1	1	1	1	1	0	0	2	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_097839730.1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0
WP_097839731.1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0
WP_097839732.1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1
WP_097839735.1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_097839736.1	1	2	2	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	2	0	1	0	0	0
WP_097839737.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	1
WP_097839738.1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0
WP_097839740.1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0
WP_097839742.1	2	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	2	0	1	1	0	0	0	2	0	1	1	0	0	1	1	0	0	1
WP_097839743.1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0	0	1	3	1	1	0	0	1	1	2	2	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	2	0
WP_097839752.1	2	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	2	0	2	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	2	0	0	1	0	1	0	0
WP_097839754.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839755.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839758.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839759.1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1
WP_097839760.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839761.1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	2	1	1
WP_097839763.1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	1	0	1	2	0	0	2	1	0	0	2	1	0	0	2	0	0	2	2	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
WP_097839764.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839765.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0
WP_097839766.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839767.1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_097839772.1	0	1	0	2	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1
WP_097839773.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0
WP_097839774.1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_097839809.1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1
WP_097839814.1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097839815.1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0
WP_097839817.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	2	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
WP_097839818.1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0	0	1	2	1	1	0	0	1	1	2	2	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	2	0
WP_097839819.1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1
WP_097839927.1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0
WP_097839947.1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	2	0	1	1	2	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1
WP_097840148.1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	2	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0
WP_097840149.1	1	2	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	1	1	1	0	0	1
WP_097840150.1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1
WP_097840151.1	1	0	1	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	3	1	0	0	2	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	2	1	0	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0
WP_097840157.1	0	0	0	1	0	2	1	0	1	2	0	1	0	0	0	1	2	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	1	0	1	0	1	2	0	1	0	0	0	1	0	2	0	2	0	0	1
WP_097840162.1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0
WP_097840163.1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	2	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
WP_097840164.1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	2	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
WP_097840165.1	0	0	0	0	2	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0
WP_097840166.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097840167.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097840168.1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0
WP_097840169.1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	2	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
WP_097840170.1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1
WP_097840171.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097840172.1	1	1	2	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0
WP_097840174.1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
WP_097840175.1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	1	0	2	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	1	1	0
WP_097840176.1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0
WP_097840177.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097840181.1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	2	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	2	1	2	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0
WP_097840182.1	1	1	1	0	0	0	3	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0
WP_097840183.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0
WP_097840187.1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	2	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0
WP_097840190.1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	2	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0
WP_097840192.1	1	0	1	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	1	1	0
WP_097840193.1	1	1	2	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0
WP_097840194.1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0
WP_097840197.1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	3	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	2	0	0	2	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	2	0	0	0	0	1	0	0	2	1	1	0	0	0	1	0
WP_097840265.1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	0
